date,close,equity
2020-04-17,1689.199951,9781.067617
2020-04-20,1701.599976,9781.067617
2020-04-21,1678.199951,9776.177084
2020-04-22,1728.699951,10070.359515
2020-04-23,1733.300049,10097.156900
2020-04-24,1723.500000,10040.067747
2020-04-27,1711.900024,9972.493311
2020-04-28,1710.500000,9964.337616
2020-04-29,1703.400024,9922.977456
2020-04-30,1684.199951,9811.129452
2020-05-01,1694.500000,9871.131301
2020-05-04,1706.900024,9943.366338
2020-05-05,1704.400024,9928.802851
2020-05-06,1684.199951,9811.129452
2020-05-07,1721.800049,10030.164861
2020-05-08,1709.900024,9960.842522
2020-05-11,1695.300049,9875.791902
2020-05-12,1704.400024,9928.802851
2020-05-13,1713.900024,9984.144101
2020-05-14,1738.099976,10125.118368
2020-05-15,1753.400024,10214.247191
2020-05-18,1731.800049,10088.418808
2020-05-19,1744.199951,10155.572806
2020-05-20,1750.599976,10155.572806
2020-05-21,1720.500000,10150.495020
2020-05-22,1734.599976,10233.681147
2020-05-26,1704.800049,10057.869460
2020-05-27,1710.300049,10090.318005
2020-05-28,1713.300049,10108.017212
2020-05-29,1736.900024,10247.250827
2020-06-01,1737.800049,10252.560733
2020-06-02,1725.199951,10178.223489
2020-06-03,1697.800049,10016.571311
2020-06-04,1718.900024,10141.055587
2020-06-05,1676.199951,9889.136447
2020-06-08,1698.300049,10019.521179
2020-06-09,1714.699951,10116.276266
2020-06-10,1713.300049,10108.017212
2020-06-11,1732.000000,10218.341979
2020-06-12,1729.300049,10202.412981
2020-06-15,1720.300049,10149.315361
2020-06-16,1729.599976,10199.080378
2020-06-17,1729.199951,10199.080378
2020-06-18,1724.800049,10199.080378
2020-06-19,1745.900024,10199.080378
2020-06-22,1756.699951,10199.080378
2020-06-23,1772.099976,10199.080378
2020-06-24,1765.800049,10199.080378
2020-06-25,1762.099976,10199.080378
2020-06-26,1772.500000,10199.080378
2020-06-29,1774.800049,10199.080378
2020-06-30,1793.000000,10199.080378
2020-07-01,1773.199951,10199.080378
2020-07-02,1784.000000,10199.080378
2020-07-06,1788.500000,10199.080378
2020-07-07,1804.199951,10199.080378
2020-07-08,1815.500000,10199.080378
2020-07-09,1799.199951,10199.080378
2020-07-10,1798.199951,10199.080378
2020-07-13,1811.000000,10199.080378
2020-07-14,1810.599976,10199.080378
2020-07-15,1811.400024,10199.080378
2020-07-16,1798.699951,10199.080378
2020-07-17,1808.300049,10199.080378
2020-07-20,1815.900024,10199.080378
2020-07-21,1842.400024,10199.080378
2020-07-22,1864.099976,10199.080378
2020-07-23,1889.099976,10199.080378
2020-07-24,1897.300049,10199.080378
2020-07-27,1931.000000,10199.080378
2020-07-28,1944.699951,10199.080378
2020-07-29,1953.500000,10199.080378
2020-07-30,1942.300049,10199.080378
2020-07-31,1962.800049,10199.080378
2020-08-03,1966.000000,10199.080378
2020-08-04,2001.199951,10199.080378
2020-08-05,2031.099976,10199.080378
2020-08-06,2051.500000,10199.080378
2020-08-07,2010.099976,10199.080378
2020-08-10,2024.400024,10199.080378
2020-08-11,1932.599976,10193.980838
2020-08-12,1934.900024,10206.113020
2020-08-13,1956.699951,10321.102173
2020-08-14,1937.000000,10217.189865
2020-08-17,1985.000000,10470.377843
2020-08-18,1999.400024,10546.334365
2020-08-19,1958.699951,10331.651672
2020-08-20,1933.800049,10200.310924
2020-08-21,1934.599976,10204.530337
2020-08-24,1927.699951,10168.134437
2020-08-25,1911.800049,10084.266434
2020-08-26,1940.699951,10236.706181
2020-08-27,1921.599976,10135.958593
2020-08-28,1964.599976,10362.772824
2020-08-31,1967.599976,10378.597072
2020-09-01,1968.199951,10381.761793
2020-09-02,1934.400024,10203.475645
2020-09-03,1927.599976,10167.607090
2020-09-04,1923.900024,10148.090775
2020-09-08,1933.000000,10196.090867
2020-09-09,1944.699951,10252.676276
2020-09-10,1954.199951,10247.549938
2020-09-11,1937.800049,10161.551155
2020-09-14,1953.099976,10241.781821
2020-09-15,1956.300049,10258.562555
2020-09-16,1960.199951,10279.013095
2020-09-17,1940.000000,10173.087390
2020-09-18,1952.099976,10236.537961
2020-09-21,1901.199951,9969.625386
2020-09-22,1898.599976,9951.013483
2020-09-23,1859.900024,9951.013483
2020-09-24,1868.300049,9951.013483
2020-09-25,1857.699951,9951.013483
2020-09-28,1872.800049,9951.013483
2020-09-29,1894.300049,9951.013483
2020-09-30,1887.500000,9951.013483
2020-10-01,1908.400024,9951.013483
2020-10-02,1900.199951,9951.013483
2020-10-05,1912.500000,9951.013483
2020-10-06,1901.099976,9951.013483
2020-10-07,1883.599976,9951.013483
2020-10-08,1888.599976,9951.013483
2020-10-09,1919.500000,9951.013483
2020-10-12,1922.500000,9951.013483
2020-10-13,1888.500000,9951.013483
2020-10-14,1901.300049,9951.013483
2020-10-15,1903.199951,9951.013483
2020-10-16,1900.800049,9951.013483
2020-10-19,1906.400024,9951.013483
2020-10-20,1910.400024,9951.013483
2020-10-21,1924.599976,9951.013483
2020-10-22,1901.099976,9951.013483
2020-10-23,1902.000000,9951.013483
2020-10-26,1902.699951,9951.013483
2020-10-27,1908.800049,9951.013483
2020-10-28,1876.199951,9951.013483
2020-10-29,1865.599976,9951.013483
2020-10-30,1877.400024,9951.013483
2020-11-02,1890.400024,9951.013483
2020-11-03,1908.500000,9951.013483
2020-11-04,1894.599976,9951.013483
2020-11-05,1945.300049,9951.013483
2020-11-06,1950.300049,9951.013483
2020-11-09,1853.199951,9951.013483
2020-11-10,1875.400024,9951.013483
2020-11-11,1860.699951,9951.013483
2020-11-12,1872.599976,9951.013483
2020-11-13,1885.699951,9951.013483
2020-11-16,1887.300049,9951.013483
2020-11-17,1884.500000,9951.013483
2020-11-18,1873.500000,9951.013483
2020-11-19,1861.099976,9951.013483
2020-11-20,1872.599976,9951.013483
2020-11-23,1837.800049,9951.013483
2020-11-24,1804.800049,9951.013483
2020-11-25,1805.699951,9951.013483
2020-11-27,1781.900024,9951.013483
2020-11-30,1775.699951,9951.013483
2020-12-01,1814.099976,9951.013483
2020-12-02,1825.699951,9951.013483
2020-12-03,1836.800049,9951.013483
2020-12-04,1835.900024,9951.013483
2020-12-07,1861.800049,9951.013483
2020-12-08,1870.800049,9951.013483
2020-12-09,1834.599976,9951.013483
2020-12-10,1833.599976,9951.013483
2020-12-11,1839.800049,9951.013483
2020-12-14,1828.699951,9951.013483
2020-12-15,1852.300049,9951.013483
2020-12-16,1856.099976,9951.013483
2020-12-17,1887.199951,9951.013483
2020-12-18,1885.699951,9951.013483
2020-12-21,1879.199951,9951.013483
2020-12-22,1866.599976,9951.013483
2020-12-23,1874.699951,9951.013483
2020-12-24,1879.900024,9951.013483
2020-12-28,1877.199951,9951.013483
2020-12-29,1879.699951,9951.013483
2020-12-30,1891.000000,9951.013483
2020-12-31,1893.099976,9951.013483
2021-01-04,1944.699951,9951.013483
2021-01-05,1952.699951,9951.013483
2021-01-06,1906.900024,9951.013483
2021-01-07,1912.300049,9951.013483
2021-01-08,1834.099976,9946.037977
2021-01-11,1849.599976,10030.092058
2021-01-12,1842.900024,9993.759268
2021-01-13,1853.599976,10051.783434
2021-01-14,1850.300049,10033.888446
2021-01-15,1829.300049,9920.008723
2021-01-19,1839.500000,9975.321466
2021-01-20,1865.900024,10118.484679
2021-01-21,1865.300049,10115.231105
2021-01-22,1855.699951,10058.139688
2021-01-25,1854.900024,10058.139688
2021-01-26,1850.699951,10058.139688
2021-01-27,1844.900024,10058.139688
2021-01-28,1837.900024,10058.139688
2021-01-29,1847.300049,10058.139688
2021-02-01,1860.800049,10058.139688
2021-02-02,1830.500000,10058.139688
2021-02-03,1832.199951,10058.139688
2021-02-04,1788.900024,10058.139688
2021-02-05,1810.900024,10058.139688
2021-02-08,1831.900024,10058.139688
2021-02-09,1835.300049,10058.139688
2021-02-10,1840.599976,10058.139688
2021-02-11,1824.900024,10058.139688
2021-02-12,1821.599976,10058.139688
2021-02-16,1797.199951,10058.139688
2021-02-17,1771.099976,10058.139688
2021-02-18,1773.400024,10058.139688
2021-02-19,1775.800049,10058.139688
2021-02-22,1806.699951,10058.139688
2021-02-23,1804.400024,10058.139688
2021-02-24,1796.400024,10058.139688
2021-02-25,1774.400024,10058.139688
2021-02-26,1728.099976,10058.139688
2021-03-01,1722.500000,10058.139688
2021-03-02,1733.099976,10058.139688
2021-03-03,1715.300049,10058.139688
2021-03-04,1700.199951,10058.139688
2021-03-05,1698.000000,10058.139688
2021-03-08,1677.699951,10058.139688
2021-03-09,1716.599976,10058.139688
2021-03-10,1721.500000,10058.139688
2021-03-11,1722.300049,10058.139688
2021-03-12,1719.500000,10058.139688
2021-03-15,1728.900024,10058.139688
2021-03-16,1730.599976,10058.139688
2021-03-17,1726.800049,10058.139688
2021-03-18,1732.199951,10058.139688
2021-03-19,1741.400024,10058.139688
2021-03-22,1737.800049,10058.139688
2021-03-23,1724.699951,10058.139688
2021-03-24,1732.900024,10058.139688
2021-03-25,1724.900024,10058.139688
2021-03-26,1732.199951,10058.139688
2021-03-29,1712.099976,10058.139688
2021-03-30,1683.900024,10058.139688
2021-03-31,1713.800049,10058.139688
2021-04-01,1726.500000,10058.139688
2021-04-05,1727.000000,10058.139688
2021-04-06,1741.500000,10058.139688
2021-04-07,1740.099976,10058.139688
2021-04-08,1756.800049,10058.139688
2021-04-09,1743.300049,10058.139688
2021-04-12,1731.199951,10058.139688
2021-04-13,1746.199951,10058.139688
2021-04-14,1734.900024,10058.139688
2021-04-15,1765.400024,10058.139688
2021-04-16,1779.000000,10058.139688
2021-04-19,1769.400024,10058.139688
2021-04-20,1777.300049,10058.139688
2021-04-21,1792.300049,10058.139688
2021-04-22,1781.199951,10058.139688
2021-04-23,1777.000000,10058.139688
2021-04-26,1779.199951,10058.139688
2021-04-27,1778.000000,10058.139688
2021-04-28,1773.199951,10058.139688
2021-04-29,1768.099976,10053.110618
2021-04-30,1767.300049,10048.562373
2021-05-03,1791.400024,10185.590666
2021-05-04,1775.800049,10096.891903
2021-05-05,1784.099976,10144.083851
2021-05-06,1815.500000,10322.618958
2021-05-07,1831.099976,10411.317721
2021-05-10,1837.500000,10447.707152
2021-05-11,1835.900024,10438.609968
2021-05-12,1822.599976,10362.988191
2021-05-13,1823.800049,10369.811600
2021-05-14,1837.900024,10449.981622
2021-05-17,1867.500000,10612.972822
2021-05-18,1867.800049,10612.972822
2021-05-19,1881.300049,10612.972822
2021-05-20,1881.800049,10612.972822
2021-05-21,1876.699951,10612.972822
2021-05-24,1884.599976,10612.972822
2021-05-25,1898.099976,10612.972822
2021-05-26,1901.300049,10612.972822
2021-05-27,1895.699951,10612.972822
2021-05-28,1902.500000,10612.972822
2021-06-01,1902.900024,10612.972822
2021-06-02,1907.500000,10612.972822
2021-06-03,1871.199951,10612.972822
2021-06-04,1889.800049,10612.972822
2021-06-07,1896.800049,10612.972822
2021-06-08,1892.199951,10612.972822
2021-06-09,1893.199951,10612.972822
2021-06-10,1894.199951,10612.972822
2021-06-11,1877.400024,10607.666336
2021-06-14,1864.000000,10531.953655
2021-06-15,1854.500000,10478.276853
2021-06-16,1859.500000,10506.527802
2021-06-17,1773.800049,10017.295664
2021-06-18,1767.900024,10012.287016
2021-06-21,1781.800049,10091.008116
2021-06-22,1776.300049,10059.859534
2021-06-23,1782.300049,10093.839805
2021-06-24,1775.599976,10050.866807
2021-06-25,1776.599976,10050.866807
2021-06-28,1779.599976,10050.866807
2021-06-29,1762.800049,10050.866807
2021-06-30,1770.800049,10050.866807
2021-07-01,1775.900024,10050.866807
2021-07-02,1782.599976,10050.866807
2021-07-06,1793.500000,10050.866807
2021-07-07,1801.500000,10050.866807
2021-07-08,1799.599976,10050.866807
2021-07-09,1810.000000,10050.866807
2021-07-12,1805.500000,10050.866807
2021-07-13,1809.400024,10050.866807
2021-07-14,1824.300049,10050.866807
2021-07-15,1828.400024,10050.866807
2021-07-16,1814.500000,10050.866807
2021-07-19,1808.699951,10050.866807
2021-07-20,1810.900024,10050.866807
2021-07-21,1802.900024,10050.866807
2021-07-22,1805.000000,10050.866807
2021-07-23,1801.400024,10050.866807
2021-07-26,1798.699951,10050.866807
2021-07-27,1799.500000,10050.866807
2021-07-28,1799.500000,10050.866807
2021-07-29,1831.199951,10050.866807
2021-07-30,1812.599976,10050.866807
2021-08-02,1818.099976,10050.866807
2021-08-03,1810.099976,10050.866807
2021-08-04,1810.500000,10050.866807
2021-08-05,1805.099976,10050.866807
2021-08-06,1760.000000,10050.866807
2021-08-09,1723.400024,10050.866807
2021-08-10,1728.800049,10050.866807
2021-08-11,1750.400024,10050.866807
2021-08-12,1749.000000,10050.866807
2021-08-13,1775.199951,10050.866807
2021-08-16,1786.900024,10050.866807
2021-08-17,1785.000000,10050.866807
2021-08-18,1781.599976,10050.866807
2021-08-19,1780.199951,10050.866807
2021-08-20,1781.000000,10050.866807
2021-08-23,1803.199951,10050.866807
2021-08-24,1805.599976,10050.866807
2021-08-25,1788.199951,10050.866807
2021-08-26,1792.199951,10050.866807
2021-08-27,1816.599976,10050.866807
2021-08-30,1809.000000,10050.866807
2021-08-31,1815.000000,10050.866807
2021-09-01,1813.099976,10050.866807
2021-09-02,1808.699951,10045.841374
2021-09-03,1830.900024,10169.144531
2021-09-07,1795.900024,9974.748303
2021-09-08,1790.699951,9945.866171
2021-09-09,1797.400024,9983.079570
2021-09-10,1789.599976,9939.756711
2021-09-13,1792.000000,9953.086873
2021-09-14,1804.699951,10023.624662
2021-09-15,1792.400024,9955.308680
2021-09-16,1754.599976,9745.360483
2021-09-17,1749.400024,9711.620789
2021-09-20,1761.800049,9711.620789
2021-09-21,1776.000000,9711.620789
2021-09-22,1776.699951,9711.620789
2021-09-23,1747.699951,9711.620789
2021-09-24,1749.699951,9711.620789
2021-09-27,1750.000000,9711.620789
2021-09-28,1735.800049,9711.620789
2021-09-29,1721.500000,9711.620789
2021-09-30,1755.300049,9711.620789
2021-10-01,1757.000000,9711.620789
2021-10-04,1766.199951,9711.620789
2021-10-05,1759.599976,9711.620789
2021-10-06,1760.500000,9711.620789
2021-10-07,1757.900024,9711.620789
2021-10-08,1756.300049,9711.620789
2021-10-11,1754.599976,9711.620789
2021-10-12,1758.300049,9711.620789
2021-10-13,1793.699951,9711.620789
2021-10-14,1796.699951,9711.620789
2021-10-15,1767.199951,9711.620789
2021-10-18,1764.800049,9711.620789
2021-10-19,1769.699951,9711.620789
2021-10-20,1784.099976,9711.620789
2021-10-21,1781.199951,9711.620789
2021-10-22,1795.500000,9711.620789
2021-10-25,1806.000000,9711.620789
2021-10-26,1792.699951,9711.620789
2021-10-27,1797.900024,9711.620789
2021-10-28,1801.599976,9711.620789
2021-10-29,1783.000000,9706.764979
2021-11-01,1795.099976,9772.638012
2021-11-02,1788.699951,9737.795874
2021-11-03,1763.599976,9601.150016
2021-11-04,1793.000000,9761.205612
2021-11-05,1816.400024,9888.596828
2021-11-08,1827.400024,9948.481525
2021-11-09,1830.199951,9963.724504
2021-11-10,1847.599976,10058.451339
2021-11-11,1863.199951,10143.378595
2021-11-12,1867.900024,10168.966091
2021-11-15,1866.099976,10159.166511
2021-11-16,1853.599976,10091.115719
2021-11-17,1869.699951,10178.765006
2021-11-18,1861.000000,10131.401921
2021-11-19,1851.199951,10078.049834
2021-11-22,1806.000000,9831.978436
2021-11-23,1783.500000,9709.487010
2021-11-24,1784.099976,9712.753315
2021-11-26,1785.300049,9719.286590
2021-11-29,1782.300049,9698.102923
2021-11-30,1773.599976,9693.253871
2021-12-01,1781.599976,9736.976262
2021-12-02,1760.699951,9622.751383
2021-12-03,1782.000000,9739.162515
2021-12-06,1777.500000,9714.568670
2021-12-07,1782.599976,9737.570340
2021-12-08,1783.400024,9737.570340
2021-12-09,1774.599976,9737.570340
2021-12-10,1782.900024,9737.570340
2021-12-13,1786.300049,9737.570340
2021-12-14,1770.400024,9737.570340
2021-12-15,1762.599976,9737.570340
2021-12-16,1796.599976,9737.570340
2021-12-17,1803.800049,9737.570340
2021-12-20,1793.699951,9737.570340
2021-12-21,1787.900024,9737.570340
2021-12-22,1801.599976,9737.570340
2021-12-23,1811.199951,9737.570340
2021-12-27,1808.099976,9737.570340
2021-12-28,1810.199951,9737.570340
2021-12-29,1805.099976,9737.570340
2021-12-30,1812.699951,9737.570340
2021-12-31,1827.500000,9737.570340
2022-01-03,1799.400024,9732.701555
2022-01-04,1814.000000,9811.670769
2022-01-05,1824.599976,9869.004545
2022-01-06,1788.699951,9674.826364
2022-01-07,1797.000000,9719.720161
2022-01-10,1798.400024,9727.292696
2022-01-11,1818.599976,9836.551389
2022-01-12,1827.199951,9883.067447
2022-01-13,1821.199951,9850.614291
2022-01-14,1816.500000,9825.192917
2022-01-18,1812.300049,9802.475972
2022-01-19,1843.099976,9969.068442
2022-01-20,1842.500000,9965.823259
2022-01-21,1831.800049,9907.948728
2022-01-24,1841.699951,9961.495907
2022-01-25,1852.699951,10020.993359
2022-01-26,1829.900024,9897.671764
2022-01-27,1793.300049,9699.707645
2022-01-28,1784.900024,9654.273095
2022-01-31,1795.000000,9708.902442
2022-02-01,1800.300049,9732.700875
2022-02-02,1809.199951,9727.834525
2022-02-03,1803.000000,9694.498188
2022-02-04,1806.599976,9713.854792
2022-02-07,1820.599976,9789.130984
2022-02-08,1826.599976,9821.392210
2022-02-09,1835.199951,9867.633168
2022-02-10,1836.199951,9873.010039
2022-02-11,1840.800049,9897.744170
2022-02-14,1868.000000,10043.994795
2022-02-15,1854.800049,9973.020362
2022-02-16,1870.199951,10055.823648
2022-02-17,1900.699951,10219.818210
2022-02-18,1898.599976,10208.526913
2022-02-22,1906.099976,10248.853444
2022-02-23,1909.199951,10265.521613
2022-02-24,1925.099976,10345.838484
2022-02-25,1886.500000,10345.838484
2022-02-28,1899.400024,10345.838484
2022-03-01,1942.400024,10345.838484
2022-03-02,1920.900024,10345.838484
2022-03-03,1934.400024,10345.838484
2022-03-04,1965.099976,10345.838484
2022-03-07,1993.900024,10345.838484
2022-03-08,2040.099976,10345.838484
2022-03-09,1985.900024,10345.838484
2022-03-10,1998.099976,10345.838484
2022-03-11,1982.699951,10345.838484
2022-03-14,1959.599976,10345.838484
2022-03-15,1928.500000,10340.665565
2022-03-16,1908.000000,10230.744048
2022-03-17,1942.099976,10413.588976
2022-03-18,1928.199951,10339.056695
2022-03-21,1928.599976,10341.201636
2022-03-22,1920.699951,10298.841506
2022-03-23,1936.599976,10384.097838
2022-03-24,1961.599976,10518.148467
2022-03-25,1953.800049,10476.325063
2022-03-28,1939.599976,10400.183913
2022-03-29,1912.000000,10252.192149
2022-03-30,1933.500000,10367.475690
2022-03-31,1949.199951,10451.659224
2022-04-01,1919.099976,10290.262397
2022-04-04,1929.199951,10344.418720
2022-04-05,1922.900024,10310.638354
2022-04-06,1918.400024,10286.509241
2022-04-07,1933.800049,10369.084560
2022-04-08,1941.599976,10410.907964
2022-04-11,1944.300049,10425.385824
2022-04-12,1972.099976,10569.162507
2022-04-13,1981.000000,10569.162507
2022-04-14,1970.900024,10569.162507
2022-04-18,1982.900024,10569.162507
2022-04-19,1955.699951,10563.877925
2022-04-20,1952.300049,10545.513067
2022-04-21,1944.900024,10505.541212
2022-04-22,1931.000000,10430.459060
2022-04-25,1893.199951,10221.165774
2022-04-26,1901.400024,10216.055192
2022-04-27,1885.900024,10132.775054
2022-04-28,1888.699951,10142.744905
2022-04-29,1909.300049,10142.744905
2022-05-02,1861.800049,10142.744905
2022-05-03,1868.800049,10142.744905
2022-05-04,1867.000000,10142.744905
2022-05-05,1874.000000,10142.744905
2022-05-06,1881.199951,10142.744905
2022-05-09,1857.099976,10142.744905
2022-05-10,1839.900024,10142.744905
2022-05-11,1852.599976,10142.744905
2022-05-12,1823.800049,10142.744905
2022-05-13,1807.400024,10142.744905
2022-05-16,1813.500000,10142.744905
2022-05-17,1818.199951,10142.744905
2022-05-18,1815.900024,10142.744905
2022-05-19,1841.199951,10142.744905
2022-05-20,1841.800049,10142.744905
2022-05-23,1847.800049,10142.744905
2022-05-24,1865.099976,10142.744905
2022-05-25,1846.199951,10142.744905
2022-05-26,1847.400024,10142.744905
2022-05-27,1851.300049,10142.744905
2022-05-31,1842.699951,10142.744905
2022-06-01,1843.300049,10142.744905
2022-06-02,1866.500000,10142.744905
2022-06-03,1845.400024,10142.744905
2022-06-06,1839.199951,10142.744905
2022-06-07,1847.500000,10142.744905
2022-06-08,1851.900024,10142.744905
2022-06-09,1848.800049,10142.744905
2022-06-10,1871.500000,10142.744905
2022-06-13,1828.000000,10142.744905
2022-06-14,1809.500000,10142.744905
2022-06-15,1815.300049,10142.744905
2022-06-16,1845.699951,10142.744905
2022-06-17,1835.599976,10142.744905
2022-06-21,1834.599976,10142.744905
2022-06-22,1834.300049,10142.744905
2022-06-23,1825.699951,10142.744905
2022-06-24,1826.500000,10142.744905
2022-06-27,1820.900024,10142.744905
2022-06-28,1817.500000,10142.744905
2022-06-29,1813.699951,10142.744905
2022-06-30,1804.099976,10142.744905
2022-07-01,1798.900024,10142.744905
2022-07-05,1761.800049,10142.744905
2022-07-06,1734.900024,10142.744905
2022-07-07,1737.900024,10142.744905
2022-07-08,1740.599976,10142.744905
2022-07-11,1730.000000,10142.744905
2022-07-12,1723.300049,10142.744905
2022-07-13,1734.199951,10142.744905
2022-07-14,1704.500000,10142.744905
2022-07-15,1702.400024,10142.744905
2022-07-18,1709.199951,10142.744905
2022-07-19,1710.000000,10142.744905
2022-07-20,1699.500000,10142.744905
2022-07-21,1712.699951,10142.744905
2022-07-22,1727.099976,10142.744905
2022-07-25,1719.000000,10142.744905
2022-07-26,1717.699951,10142.744905
2022-07-27,1719.099976,10142.744905
2022-07-28,1750.300049,10142.744905
2022-07-29,1762.900024,10142.744905
2022-08-01,1769.000000,10142.744905
2022-08-02,1771.099976,10142.744905
2022-08-03,1758.000000,10142.744905
2022-08-04,1788.500000,10142.744905
2022-08-05,1772.900024,10142.744905
2022-08-08,1786.800049,10142.744905
2022-08-09,1794.000000,10142.744905
2022-08-10,1795.599976,10142.744905
2022-08-11,1789.699951,10142.744905
2022-08-12,1798.599976,10142.744905
2022-08-15,1781.400024,10137.673533
2022-08-16,1773.199951,10091.008177
2022-08-17,1760.300049,10017.596817
2022-08-18,1755.300049,9989.142586
2022-08-19,1747.599976,9945.322654
2022-08-22,1734.000000,9867.927284
2022-08-23,1746.800049,9940.770394
2022-08-24,1747.800049,9946.461240
2022-08-25,1757.699951,10002.800061
2022-08-26,1736.099976,9874.937984
2022-08-29,1736.599976,9874.937984
2022-08-30,1723.199951,9874.937984
2022-08-31,1712.800049,9874.937984
2022-09-01,1696.599976,9874.937984
2022-09-02,1709.800049,9874.937984
2022-09-06,1700.400024,9874.937984
2022-09-07,1715.300049,9874.937984
2022-09-08,1708.000000,9874.937984
2022-09-09,1716.199951,9874.937984
2022-09-12,1728.099976,9874.937984
2022-09-13,1705.000000,9874.937984
2022-09-14,1696.500000,9874.937984
2022-09-15,1665.400024,9874.937984
2022-09-16,1671.699951,9874.937984
2022-09-19,1666.199951,9874.937984
2022-09-20,1659.699951,9874.937984
2022-09-21,1664.599976,9874.937984
2022-09-22,1670.800049,9874.937984
2022-09-23,1645.300049,9874.937984
2022-09-26,1623.300049,9874.937984
2022-09-27,1626.699951,9874.937984
2022-09-28,1660.400024,9874.937984
2022-09-29,1658.500000,9874.937984
2022-09-30,1662.400024,9874.937984
2022-10-03,1692.900024,9874.937984
2022-10-04,1721.099976,9874.937984
2022-10-05,1711.400024,9874.937984
2022-10-06,1711.699951,9874.937984
2022-10-07,1700.500000,9874.937984
2022-10-10,1667.300049,9874.937984
2022-10-11,1678.699951,9874.937984
2022-10-12,1670.300049,9874.937984
2022-10-13,1670.000000,9874.937984
2022-10-14,1641.699951,9874.937984
2022-10-17,1657.000000,9874.937984
2022-10-18,1649.000000,9874.937984
2022-10-19,1627.500000,9874.937984
2022-10-20,1630.800049,9874.937984
2022-10-21,1651.000000,9874.937984
2022-10-24,1648.699951,9874.937984
2022-10-25,1652.800049,9874.937984
2022-10-26,1664.000000,9874.937984
2022-10-27,1660.699951,9874.937984
2022-10-28,1639.599976,9874.937984
2022-10-31,1635.900024,9874.937984
2022-11-01,1645.000000,9874.937984
2022-11-02,1645.699951,9874.937984
2022-11-03,1627.300049,9874.937984
2022-11-04,1672.500000,9874.937984
2022-11-07,1676.500000,9874.937984
2022-11-08,1712.099976,9874.937984
2022-11-09,1710.099976,9874.937984
2022-11-10,1750.300049,9874.937984
2022-11-11,1766.000000,9874.937984
2022-11-14,1773.599976,9874.937984
2022-11-15,1773.800049,9874.937984
2022-11-16,1773.000000,9874.937984
2022-11-17,1760.800049,9874.937984
2022-11-18,1751.900024,9874.937984
2022-11-21,1737.400024,9874.937984
2022-11-22,1738.300049,9874.937984
2022-11-23,1744.900024,9874.937984
2022-11-25,1753.300049,9874.937984
2022-11-28,1740.099976,9874.937984
2022-11-29,1748.400024,9874.937984
2022-11-30,1746.000000,9874.937984
2022-12-01,1801.099976,9874.937984
