window,date,close,equity
2,demo-0433,1852.549076,8650.294562
2,demo-0434,1826.521649,8524.497687
2,demo-0435,1843.524713,8520.235438
2,demo-0436,1814.578093,8382.259346
2,demo-0437,1805.893107,8378.068217
2,demo-0438,1808.408904,8385.544866
2,demo-0439,1785.044717,8381.352094
2,demo-0440,1774.649972,8328.379191
2,demo-0441,1758.040514,8324.215001
2,demo-0442,1723.841758,8158.204825
2,demo-0443,1720.859429,8154.125723
2,demo-0444,1703.066860,8065.782445
2,demo-0445,1700.615691,8061.749554
2,demo-0446,1700.510914,8057.222232
2,demo-0447,1671.015703,8053.193621
2,demo-0448,1653.544895,7965.011350
2,demo-0449,1644.124538,7961.028844
2,demo-0450,1641.278156,7943.272730
3,demo-0451,1622.538621,7943.272730
3,demo-0452,1613.572586,7943.272730
3,demo-0453,1632.283711,7943.272730
3,demo-0454,1620.862143,7943.272730
3,demo-0455,1610.957481,7943.272730
3,demo-0456,1621.833581,7943.272730
3,demo-0457,1624.847241,7943.272730
3,demo-0458,1624.331773,7943.272730
3,demo-0459,1622.101499,7943.272730
3,demo-0460,1595.819470,7943.272730
3,demo-0461,1584.242719,7943.272730
3,demo-0462,1588.442501,7943.272730
3,demo-0463,1582.089906,7943.272730
3,demo-0464,1586.175693,7943.272730
3,demo-0465,1584.820303,7943.272730
3,demo-0466,1595.521809,7943.272730
3,demo-0467,1583.448421,7943.272730
3,demo-0468,1607.841228,7943.272730
3,demo-0469,1609.726712,7943.272730
3,demo-0470,1600.403097,7943.272730
3,demo-0471,1607.180981,7943.272730
3,demo-0472,1601.070266,7943.272730
3,demo-0473,1611.673094,7943.272730
3,demo-0474,1625.698500,7943.272730
3,demo-0475,1610.156648,7943.272730
3,demo-0476,1633.806765,7943.272730
3,demo-0477,1649.346891,7943.272730
3,demo-0478,1654.578251,7943.272730
3,demo-0479,1672.294381,7943.272730
3,demo-0480,1663.338480,7943.272730
3,demo-0481,1663.668674,7943.272730
3,demo-0482,1674.475050,7943.272730
3,demo-0483,1687.293753,7943.272730
3,demo-0484,1696.689192,7943.272730
3,demo-0485,1703.456450,7943.272730
3,demo-0486,1704.853455,7943.272730
3,demo-0487,1683.428454,7943.272730
3,demo-0488,1688.628387,7943.272730
3,demo-0489,1685.889115,7943.272730
3,demo-0490,1682.333839,7943.272730
3,demo-0491,1677.098747,7943.272730
3,demo-0492,1687.502125,7943.272730
3,demo-0493,1692.954995,7943.272730
3,demo-0494,1691.389687,7943.272730
3,demo-0495,1700.660696,7943.272730
3,demo-0496,1697.980573,7943.272730
3,demo-0497,1697.027567,7943.272730
3,demo-0498,1709.122963,7943.272730
3,demo-0499,1685.348502,7943.272730
3,demo-0500,1691.823287,7943.272730
3,demo-0501,1685.268829,7943.272730
3,demo-0502,1679.129211,7943.272730
3,demo-0503,1692.115621,7943.272730
3,demo-0504,1678.519460,7943.272730
3,demo-0505,1681.981047,7943.272730
3,demo-0506,1717.057751,7943.272730
3,demo-0507,1714.108196,7943.272730
3,demo-0508,1685.216421,7943.272730
3,demo-0509,1685.332111,7943.272730
3,demo-0510,1689.804859,7943.272730
3,demo-0511,1702.094439,7943.272730
3,demo-0512,1703.163403,7943.272730
3,demo-0513,1709.307073,7943.272730
3,demo-0514,1723.457045,7943.272730
3,demo-0515,1711.444369,7943.272730
3,demo-0516,1699.109770,7943.272730
3,demo-0517,1685.318594,7943.272730
3,demo-0518,1698.114003,7943.272730
3,demo-0519,1714.332278,7943.272730
3,demo-0520,1711.538151,7943.272730
3,demo-0521,1736.809350,7943.272730
3,demo-0522,1728.952384,7943.272730
3,demo-0523,1745.241179,7943.272730
3,demo-0524,1776.137332,7943.272730
3,demo-0525,1780.884467,7943.272730
3,demo-0526,1760.250559,7943.272730
3,demo-0527,1771.890320,7943.272730
3,demo-0528,1786.965577,7943.272730
3,demo-0529,1824.066819,7943.272730
3,demo-0530,1817.510460,7943.272730
3,demo-0531,1820.261377,7943.272730
3,demo-0532,1808.064972,7943.272730
3,demo-0533,1801.010597,7943.272730
3,demo-0534,1815.819708,7943.272730
3,demo-0535,1831.837929,7943.272730
3,demo-0536,1827.677610,7943.272730
3,demo-0537,1815.956332,7943.272730
3,demo-0538,1829.148400,7943.272730
3,demo-0539,1845.884671,7943.272730
3,demo-0540,1834.477522,7943.272730
3,demo-0541,1835.120954,7943.272730
3,demo-0542,1827.044790,7943.272730
3,demo-0543,1825.867233,7943.272730
3,demo-0544,1837.132308,7943.272730
3,demo-0545,1847.029278,7943.272730
3,demo-0546,1831.161085,7943.272730
3,demo-0547,1852.975295,7943.272730
3,demo-0548,1837.573754,7943.272730
3,demo-0549,1852.203504,7943.272730
3,demo-0550,1857.800229,7943.272730
4,demo-0551,1893.937983,7939.301094
4,demo-0552,1893.975703,7939.459215
4,demo-0553,1866.179174,7822.937444
4,demo-0554,1859.768580,7796.064525
4,demo-0555,1859.376821,7790.525080
4,demo-0556,1852.775280,7786.629818
4,demo-0557,1865.777214,7837.352207
4,demo-0558,1872.720729,7833.433531
4,demo-0559,1837.783473,7687.293923
4,demo-0560,1860.878399,7780.006111
4,demo-0561,1858.286368,7776.116108
4,demo-0562,1853.797540,7753.453659
4,demo-0563,1845.584430,7749.576933
4,demo-0564,1833.138643,7697.317290
4,demo-0565,1841.234272,7731.310695
4,demo-0566,1834.948720,7704.917773
4,demo-0567,1815.761632,7624.351523
4,demo-0568,1801.915354,7566.211241
4,demo-0569,1801.375388,7563.943934
4,demo-0570,1786.517584,7497.805495
4,demo-0571,1773.721221,7494.056592
4,demo-0572,1770.905753,7482.161104
4,demo-0573,1761.448264,7442.202766
4,demo-0574,1767.285417,7466.865012
4,demo-0575,1755.308955,7416.263891
4,demo-0576,1778.518371,7514.324779
4,demo-0577,1776.755299,7506.875717
4,demo-0578,1768.960493,7473.942289
4,demo-0579,1788.404276,7556.093199
4,demo-0580,1803.406073,7619.476506
4,demo-0581,1798.313132,7597.958589
4,demo-0582,1817.099952,7677.333795
4,demo-0583,1802.576147,7615.970029
4,demo-0584,1808.106380,7639.335528
4,demo-0585,1809.963490,7647.181905
4,demo-0586,1809.650860,7645.861028
4,demo-0587,1793.796788,7578.876818
4,demo-0588,1759.632855,7434.532575
4,demo-0589,1764.977364,7457.113381
4,demo-0590,1760.749655,7439.251109
4,demo-0591,1750.347282,7395.300586
4,demo-0592,1747.669051,7383.984936
4,demo-0593,1754.422807,7412.519873
4,demo-0594,1755.900077,7418.761409
4,demo-0595,1751.972250,7402.166157
4,demo-0596,1763.672828,7451.601652
4,demo-0597,1757.079929,7423.746341
4,demo-0598,1755.857002,7418.579418
4,demo-0599,1774.789260,7498.569110
4,demo-0600,1772.290290,7488.010840
4,demo-0601,1753.590341,7409.002665
4,demo-0602,1752.630006,7404.945204
4,demo-0603,1752.305240,7403.573051
4,demo-0604,1752.019212,7402.364571
4,demo-0605,1755.103041,7415.393894
4,demo-0606,1770.511061,7480.493512
4,demo-0607,1764.450614,7454.887839
4,demo-0608,1750.036135,7393.985978
4,demo-0609,1748.797194,7388.751393
4,demo-0610,1741.584713,7358.278315
4,demo-0611,1729.537851,7303.726062
4,demo-0612,1701.494021,7300.074199
4,demo-0613,1686.491459,7232.089495
4,demo-0614,1696.210392,7232.089495
4,demo-0615,1699.565523,7232.089495
4,demo-0616,1697.804572,7232.089495
4,demo-0617,1703.125318,7232.089495
4,demo-0618,1671.607364,7228.473450
4,demo-0619,1656.954119,7161.526380
4,demo-0620,1665.420898,7157.945617
4,demo-0621,1662.423578,7141.490664
4,demo-0622,1674.761722,7141.490664
4,demo-0623,1678.026018,7141.490664
4,demo-0624,1661.621536,7137.919918
4,demo-0625,1665.488099,7150.952462
4,demo-0626,1633.517155,7147.376986
4,demo-0627,1616.955765,7071.375954
4,demo-0628,1612.948916,7067.840266
4,demo-0629,1621.920855,7103.601156
4,demo-0630,1615.147157,7100.049356
4,demo-0631,1606.614513,7059.009308
4,demo-0632,1593.736712,7055.479804
4,demo-0633,1609.832944,7123.174525
4,demo-0634,1597.690531,7119.612937
4,demo-0635,1599.235120,7122.932672
4,demo-0636,1614.917412,7119.371206
4,demo-0637,1618.559782,7135.428613
4,demo-0638,1632.020156,7194.768736
4,demo-0639,1624.021678,7159.507411
4,demo-0640,1620.200379,7142.661193
4,demo-0641,1634.393483,7205.231560
4,demo-0642,1626.902742,7172.208593
4,demo-0643,1618.919246,7137.013311
4,demo-0644,1617.862351,7132.353984
4,demo-0645,1595.503596,7033.785307
4,demo-0646,1605.433129,7077.559702
4,demo-0647,1612.955564,7110.722392
4,demo-0648,1612.976501,7110.814694
4,demo-0649,1607.806816,7088.024113
4,demo-0650,1624.416621,7157.667895
